prompt,actual_answer,response,most_similar_answer,is_most_similar_actual,question,cosine_similarity_with_actual_answer,bleu_score
,"Macrolides are a class of antibiotics that are often used to treat bacterial infections, including acute otitis media (AOM). In some cases, they may be considered the preferred treatment option for AOM in patients who have previously experienced an immediate allergic reaction to a penicillin antibiotic. This is because penicillins are the first-line treatment for AOM, but they can cause allergic reactions in some patients. In these cases, macrolides may be a safer alternative, as they are less likely to cause allergic reactions. However, it is important for healthcare providers to carefully evaluate each patient's medical history and individual needs before making a treatment decision.","Was ist bipolar I disorder, and how is it defined in terms of manic and depressive episodes?->","Clarithromycin is the second-line treatment for Acute Rheumatic Fever in patients with penicillin allergy. Penicillin is the first-line treatment for Acute Rheumatic Fever, but in patients with a penicillin allergy, clarithromycin can be used as an alternative. Clarithromycin is a macrolide antibiotic that is effective against the bacteria that cause Acute Rheumatic Fever. It is important to note, however, that penicillin is the preferred treatment and should be used whenever possible, as it is more effective and has fewer side effects than clarithromycin.",False,"In what situation would macrolides be considered the preferred treatment for acute otitis media (AOM), and why?",0.0036941581604222323,0.0022632070962058746
,"Bilateral wheezing can occur in acute PE due to cytokine-induced bronchoconstriction in response to hypoxia and infarction. PE is a condition in which a blood clot (usually from the legs) travels to the lungs and blocks blood flow, causing a decrease in oxygen levels. This can lead to a release of cytokines, which are proteins that can cause inflammation and bronchoconstriction (narrowing of the airways) in the lungs. As a result, some patients with acute PE may experience wheezing, which is a high-pitched whistling sound that occurs when air flows through narrowed airways. Other symptoms of acute PE may include chest pain, shortness of breath, rapid heart rate, and coughing up blood. If left untreated, acute PE can be life-threatening, so it is important to seek medical attention immediately if you experience any of these symptoms.",Wie führt die Konversion von glucose to sorbitol durch die enzyme aldose reductase zu osmotic damage in diabetes patients? ->,"No, pulmonary embolism typically does not cause low glucose levels or low pH in pleural fluid.",False,What is the potential cause of bilateral wheezing in acute pulmonary embolism (PE)?,0.0075357215699530175,0.0013777189736983275
,"Sideroblastic anemia is a type of anemia that occurs when the body has a decreased ability to produce healthy red blood cells. One potential cause of sideroblastic anemia is a deficiency in vitamin B6. Vitamin B6 is necessary for the proper function of enzymes involved in heme synthesis, and a deficiency can lead to the development of sideroblastic anemia. Other possible causes of sideroblastic anemia include genetic mutations and certain medications.",Bonus: What is the ultimate treatment for angiosarcomas? -> What is the potential life-threatening complication of ruptured angiosarcomas and what is recommended next step in management?,"Sideroblastic anemia is a type of anemia that is characterized by impaired heme synthesis in the bone marrow. The underlying cause of this type of anemia is defective protoporphyrin synthesis, which can lead to the accumulation of iron in the mitochondria of erythroid precursors and the formation of abnormal red blood cells. Sideroblastic anemia can be inherited or acquired, and may be associated with a variety of underlying conditions, including genetic mutations, drug toxicity, or vitamin deficiencies.",False,What is sideroblastic anemia and what is one potential cause of this condition?,0.041560242838801456,0.003376040430337173
,A BMI of less than 15 kg/m2 is an indication for hospitalization of a patient with anorexia nervosa.,Was ist das pulmonary side effect that is commonly associated with adenosine? ->,"Patients with anorexia nervosa commonly present with bradycardia, hypotension, and decreased bowel sounds.",False,What is the BMI threshold that warrants hospitalization of a patient with anorexia nervosa?,0.0029503539360381517,0.010182425646195498
,"A subdural hematoma is a type of brain injury that occurs when blood collects between the dura mater (the outermost layer of the brain) and the arachnoid mater (the middle layer of the brain) due to tearing of the bridging veins that lie between them. On a CT scan, a subdural hematoma is typically identified by a crescent-shaped hemorrhage, which is caused by the accumulation of blood in the space between the dura and arachnoid. The size and location of the hematoma can vary, and the severity of symptoms can depend on these factors. Treatment may involve surgery to remove the hematoma and relieve pressure on the brain.",-> Passive congestion and what conditions is passive congestion?->,"A subdural hematoma is a type of brain injury that occurs when blood collects between the dura mater (the outermost layer of the brain) and the arachnoid mater (the middle layer of the brain). This type of hematoma is caused by tearing of the bridging veins that lie between the dura and arachnoid, which can occur as a result of trauma to the head or other medical conditions that cause the brain to move within the skull. The accumulation of blood can put pressure on the brain and cause symptoms such as headache, confusion, and loss of consciousness.",False,"What is a subdural hematoma, and how is it typically identified on a CT scan?",0.07927528244396216,0.001991875128164886
,"Primary hyperaldosteronism may present with increased renal blood flow and increased glomerular filtration rate. This is due to the excess production of aldosterone by the adrenal glands, which can lead to increased sodium retention and potassium excretion in the kidneys. As a result, there is an increase in blood volume and pressure, which can lead to changes in renal blood flow and glomerular filtration rate. However, the presentation of primary hyperaldosteronism can vary and may not always involve these specific changes in renal function. Other potential symptoms may include hypertension, muscle weakness, and fatigue. Treatment typically involves medications to manage blood pressure and/or surgery to remove the affected adrenal gland(s).",->,"Hyperaldosteronism is a medical condition characterized by excessive production of the hormone aldosterone by the adrenal glands. Aldosterone plays a key role in regulating electrolyte balance in the body, particularly sodium and potassium levels. In hyperaldosteronism, there is an increase in potassium secretion, which can lead to a condition known as hypokalemia, or low potassium levels in the blood. Hypokalemia can cause a variety of symptoms, including muscle weakness, cramping, and irregular heartbeat. Treatment for hyperaldosteronism may involve addressing the underlying cause of the condition, as well as medications to regulate aldosterone levels and manage symptoms.",False,What are the potential presentations of primary hyperaldosteronism in terms of renal blood flow and glomerular filtration rate?,-0.05963908993081604,0.0014399613651677249
,"No, Rhinovirus is not enveloped. It is classified as a naked virus, which means that it does not have a lipid envelope surrounding its nucleocapsid. Instead, the viral genome is enclosed by a protein shell called a capsid, which provides protection and helps the virus to enter host cells. The lack of an envelope makes Rhinovirus more resistant to some disinfectants, but also more susceptible to environmental factors such as heat and pH changes.","fibrinous pericarditis, and what is its relationship to myocardial infarction (MI)? How long after an MI does fibrinous pericarditis typically occur, and what are some of the signs and symptoms that may be associated with this condition?","Yes, Coronavirus is enveloped. It has a lipid envelope that surrounds its protein coat, which protects its genetic material and facilitates its entry into host cells. The envelope is studded with spike proteins that give the virus its characteristic appearance and play a key role in its ability to infect cells. The lipid envelope also makes the virus vulnerable to certain disinfectants and environmental conditions, which can help to prevent its spread.",False,Is Rhinovirus an enveloped virus?,-0.027007993842913657,0.0032630652888198785
,"Vitamin B3 (niacin) is used to treat dyslipidemia, a condition characterized by abnormal levels of lipids (such as cholesterol and triglycerides) in the blood. Niacin is a water-soluble vitamin that plays a key role in various metabolic processes in the body, including the metabolism of carbohydrates, fats, and proteins. It is also used to lower the risk of cardiovascular disease in individuals with high cholesterol levels. Niacin can be obtained through the diet or through supplements. However, it is important to consult a healthcare professional before taking niacin supplements, as high doses can have adverse effects on the liver and other organs.","What are the two possible diagnoses for a patient who presents with post-URI, acute-onset, constant vertigo, N/V, and either negative or positive hearing loss? ->",Nitrates are useful in treatment of acute coronary syndromes.,False,What medical condition is treated with Vitamin B3 (niacin)?,0.052198294078805774,0.0020263696772438115
,Unstable angina has a high risk of progression to myocardial infarction.,What is common symptom associated with disorders of secondary hemostasis after surgical procedures such as dental procedures? ->,"Immobilization, cardiac wall dysfunction (arrhythmia, MI), and aneurysm increase the risk of thrombosis due to disruption of blood flow. Thrombosis occurs when blood clots form in the veins or arteries, which can obstruct blood flow and cause serious complications, such as pulmonary embolism or stroke. Immobilization, such as prolonged bed rest or long flights, can lead to blood clots in the legs, known as deep vein thrombosis. Similarly, cardiac wall dysfunction, such as arrhythmia or myocardial infarction (MI), can disrupt blood flow and increase the risk of thrombosis. Aneurysm, which is a bulge in the wall of a blood vessel, can also increase the risk of thrombosis if the blood flow is disrupted or if a blood clot forms within the aneurysm. It is important to be aware of these risk factors and to take steps to prevent thrombosis, such as staying active, maintaining a healthy weight, and seeking medical attention if you experience any symptoms of a blood clot.",False,What is the potential risk associated with unstable angina?,0.15554392904925268,0.0
,"The name of the insulin-independent transporter that is found exclusively in the brain and placenta is GLUT3. This glucose transporter protein is expressed in various cells of the brain and placenta, and is responsible for the facilitated diffusion of glucose across the cell membrane. GLUT3 is not regulated by insulin and is involved in basal glucose uptake in cells that do not require insulin for glucose transport. In the brain, GLUT3 plays a critical role in glucose transport across the blood-brain barrier and is responsible for the high rate of glucose consumption by neurons. In the placenta, GLUT3 is necessary for the transport of glucose from the maternal circulation to the developing fetus. Dysregulation of GLUT3 expression or function has been implicated in various neurological disorders, including epilepsy and Alzheimer's disease.","Wie ist die Verbindung zwischen ovarian primary insufficiency and chromosomal abnormalities, and in which age group is this association particularly strong? ->","Poor maternal glucose control during pregnancy can lead to excessive transplacental glucose transfer to the fetus. This means that if a pregnant woman has high levels of glucose in her blood due to poor glucose control, more glucose than necessary may be transferred to the fetus across the placenta. This can result in the fetus being exposed to high levels of glucose, which can increase the risk of complications such as fetal overgrowth, preterm delivery, and neonatal hypoglycemia. To prevent these complications, it is important for pregnant women to monitor their blood glucose levels regularly and work with their healthcare providers to maintain good glucose control throughout pregnancy.",False,What is the name of the insulin-independent transporter that is found exclusively in the brain and placenta?,0.18147726797506825,0.0012657193710418327
,"Pyoderma gangrenosum is a rare skin condition that is often associated with inflammatory bowel disease, particularly Crohn's disease. It is characterized by the development of painful, rapidly progressing skin ulcers that can occur anywhere on the body. The exact cause of pyoderma gangrenosum is not fully understood, but it is thought to be an autoimmune disorder in which the body's immune system attacks healthy tissue. In people with Crohn's disease, pyoderma gangrenosum may be a result of the underlying inflammation and immune dysfunction associated with the condition. The ulcers associated with pyoderma gangrenosum typically progress over the course of about 1 month, and may require treatment with immunosuppressive drugs or other medications to help manage symptoms and promote healing.","What is the cause of medium chain acyl-CoA dehydrogenase (MCAD) deficiency, and what is its effect on the body's ability to metabolize certain types of fats?->","Crohn's disease is the type of IBD that is often associated with perianal disease, phlegmon/abscess formation, and strictures.

Crohn's disease is a type of IBD that can cause inflammation in any part of the digestive tract, from the mouth to the anus. One of the distinguishing features of Crohn's disease is that it can affect multiple layers of the intestinal wall, which can lead to complications such as strictures (narrowing of the intestine), fistulas (abnormal connections between different parts of the intestine or between the intestine and other organs), and abscesses (collections of pus). These complications can occur anywhere in the digestive tract, but they are particularly common in the perianal area (around the anus). Treatment for Crohn's disease typically involves medications such as corticosteroids, immunosuppressants, or biologic agents, as well as lifestyle modifications such as dietary changes and stress management. In severe cases, surgery may be necessary to remove damaged portions of the digestive tract.",False,What is pyoderma gangrenosum and how is it associated with Crohn's disease? How long does the condition typically progress for?,0.27537638173841433,0.0036236640608479265
,"The recommended next step in management for a hemodynamically stable patient with penetrating abdominal trauma, rebound tenderness, and guarding is exploratory laparotomy. This is a surgical procedure that involves making an incision in the abdomen to visually inspect the internal organs for any signs of injury or bleeding. It is considered the gold standard for diagnosing and treating abdominal trauma, and can help identify and address any life-threatening injuries. During the procedure, the surgeon may also repair any damaged organs or blood vessels, and remove any foreign objects that may have caused the trauma. After the surgery, the patient will be closely monitored in the intensive care unit and may require additional treatment such as blood transfusions or mechanical ventilation.",Was ist das Merkmal der aiguen monocytic leukämie in punkto blast infiltration? ->,"The recommended next step in management for a hemodynamically unstable patient with penetrating trauma to the 6th intercostal space and an equivocal FAST exam is exploratory laparotomy. This involves surgical exploration of the abdomen to identify and treat any internal injuries or bleeding that may be causing the patient's unstable condition. The procedure is performed under general anesthesia and may involve the use of various imaging techniques to guide the surgeon's actions. In addition to controlling bleeding and repairing any damaged organs, the surgeon may also take tissue samples for further analysis. After the surgery, the patient will be closely monitored in the intensive care unit and may require additional treatment such as blood transfusions or mechanical ventilation.",False,"In a hemodynamically stable patient with penetrating abdominal trauma, rebound tenderness, and guarding, what is the recommended next step in management?",0.03999289316320271,0.0013732399142182114
,"Parasomnias are a group of sleep disorders that involve abnormal behaviors or movements during sleep, such as sleepwalking, night terrors, and bedwetting. These disorders can be particularly common in children, and may be caused by a variety of factors including genetics, stress, and sleep deprivation. Treatment for parasomnias in children may involve a variety of approaches, including behavioral interventions, such as improving sleep hygiene and reducing stress, as well as medication. Benzodiazepines, a class of medications commonly used to treat anxiety and insomnia, may be used to treat parasomnias in children by reducing the frequency and severity of episodes. However, these medications can also have significant side effects and risks, particularly when used in children, so it is important to carefully consider the risks and benefits of treatment.",Welche gene mutation is associated with neurofibromatosis type I and on which chromosome is it located? ->,"Parasomnias are a group of sleep disorders that involve abnormal behaviors or movements during sleep, such as sleepwalking, night terrors, and bedwetting. These disorders can be particularly common in children, and may be caused by a variety of factors including genetics, stress, and sleep deprivation. Treatment for parasomnias in children may involve a variety of approaches, including behavioral interventions, such as improving sleep hygiene and reducing stress, as well as medication. Benzodiazepines, a class of medications commonly used to treat anxiety and insomnia, may be used to treat parasomnias in children by reducing the frequency and severity of episodes. However, these medications can also have significant side effects and risks, particularly when used in children, so it is important to carefully consider the risks and benefits of treatment.",True,"What are parasomnias in children, and how may they be treated?",0.10659880198638721,0.0014534742016779178
,"Osteogenesis imperfecta is a genetic disorder that affects the bones, causing them to be brittle and prone to fracture. A common presenting symptom associated with it is blue sclerae, which is due to translucent connective tissue over choroidal veins.",cystinuria and what causes it? -> What is cystinuria and what causes it?,Osteitis Fibrosa Cystica is a bone disease that is most commonly associated with both primary and secondary hyperparathyroidism.,False,"What is osteogenesis imperfecta, and what is a common presenting symptom associated with it?",0.23484408822269204,0.00606212098164554
,"The recommended treatment of choice for Malassezia furfur (M. furfur) infection is selenium sulfide, which is commonly found in medicated shampoos like Selsun Blue.",Welche Rolle spielt die telomerase in der Prävention von chromosomalen Kurzening und Zelltötung bei Tumoren? ->,"The recommended treatment for Schistosoma spp. infection is praziquantel, which is an oral medication that can effectively kill the parasite and reduce the risk of complications.",False,What is the recommended treatment of choice for Malassezia furfur (M. furfur) infection?,0.06354276602746316,0.007987276352377327
,"Protein, specifically amino acids, is known to stimulate the secretion of gastrin. Gastrin is a hormone that is produced by cells in the stomach and plays a role in regulating the secretion of gastric acid and the motility of the gastrointestinal tract. In response to the presence of protein in the stomach, gastrin is released to stimulate the secretion of gastric acid, which helps to break down the protein into its constituent amino acids. While glucose and fat can also stimulate the secretion of gastrin to some extent, protein is the most potent stimulator of this hormone.",Welche condition is Coxsackie B associated with Coxsackie B?->,"Protein, specifically amino acids, is known to stimulate the secretion of gastrin. Gastrin is a hormone that is produced by cells in the stomach and plays a role in regulating the secretion of gastric acid and the motility of the gastrointestinal tract. In response to the presence of protein in the stomach, gastrin is released to stimulate the secretion of gastric acid, which helps to break down the protein into its constituent amino acids. While glucose and fat can also stimulate the secretion of gastrin to some extent, protein is the most potent stimulator of this hormone.",True,What nutrient is known to stimulate the secretion of gastrin?,0.12047817065656696,0.002023792894760146
,Patients taking Azathioprine / 6MP are predisposed to reactivation of Herpes Zoster or exacerbation of chronic viral Hepatitis.,->,"As per the information provided, Azathioprine/6-MP have an immunosuppressive effect, which is why they are useful in the treatment of graft rejection, SLE, autoimmune hemolytic anemia, etc.",False,What viral infections are patients taking Azathioprine / 6MP predisposed to reactivation or exacerbation of?,-0.058725583588152636,0.0
,"The first step in managing GERD is to prescribe a PPI. In cases where GERD is accompanied by alarm symptoms such as weight loss or GI bleed, an endoscopy (for biopsy) is recommended. In cases of GERD with complications such as stricture, Barrett's esophagus, or refractory GERD, surgery (Nissen fundoplication) may be necessary.",Was ist die empfohlene Initialbehandlung für einen hémodynamisch stabilen Patienten mit atrial fibrillation und rapid ventricular response? ->,"Empirical therapy with PPIs is indicated in patients with symptoms of dyspepsia, heartburn, and regurgitation. These medications are commonly used to treat gastroesophageal reflux disease (GERD), a condition in which stomach acid flows back into the esophagus and causes symptoms such as heartburn and regurgitation. PPIs work by reducing the amount of acid produced by the stomach, which can help to alleviate these symptoms. However, it is important to note that PPIs should only be used under the guidance of a healthcare professional, as they can have potential side effects and interactions with other medications.",False,What are the management options for GERD based on different scenarios?,0.10660082439974297,0.0028008742289203836
,"The dietary recommendations for patients with renal calculi include increased fluid intake, decreased sodium intake, and normal calcium intake. These measures can help prevent the formation of new stones and reduce the risk of recurrence.",Wie wirkt eine schlechte Kontrolle der maternal glucose during pregnancy Auswirkungen auf die Übertragung von glucose to the fetus über den placenta?,"Chronic renal disease is characterized by hypo-calcemia, which means that there are abnormally low levels of calcium in the blood. This is because the kidneys play an important role in regulating the balance of minerals in the body, including calcium. When the kidneys are not functioning properly, they may not be able to activate vitamin D, which is necessary for the absorption of calcium from the intestines. This can lead to a deficiency of calcium in the blood, which can have a range of effects on the body, including contributing to the development of bone disease, muscle weakness, and other complications. Managing calcemia is an important part of treating chronic renal disease and can involve a range of interventions, such as vitamin D supplements, calcium supplements, and dialysis.",False,What are the dietary recommendations for patients with renal calculi?,0.10639282165511886,0.004744188024111083
,"Scleroderma (systemic sclerosis) may cause restrictive cardiomyopathy. Scleroderma is a chronic autoimmune disease that can affect multiple organs and tissues in the body, including the heart. In some cases, scleroderma can cause restrictive cardiomyopathy, which is a type of heart disease that occurs when the heart muscle becomes stiff and cannot fill properly with blood. This can lead to symptoms such as shortness of breath, fatigue, and swelling in the legs and feet. Treatment for restrictive cardiomyopathy may include medications to manage symptoms, lifestyle modifications such as a low-salt diet and exercise, and in some cases, heart transplantation.","Welche Art von Bluttransfusion therapy contains fibrinogen (factor I), factor VIII and XIII, von Willebrand factor (vWF) and fibronectin?","Scleroderma is characterized by fibroblast activation with resultant collagen deposition. Scleroderma is a chronic autoimmune disease that can affect multiple organs and tissues in the body, including the skin, lungs, heart, and gastrointestinal tract. The hallmark feature of scleroderma is the overproduction and accumulation of collagen, which causes the skin and other tissues to become thickened and hardened. This process can also cause scarring and damage to internal organs, which can result in serious complications. Other features of scleroderma may include Raynaud's phenomenon, digital ulcers, joint pain and stiffness, and gastrointestinal problems. Treatment for scleroderma may include medications to control symptoms, immunosuppressive therapy to slow disease progression, and lifestyle modifications to manage complications.",False,What type of cardiomyopathy can be caused by scleroderma (systemic sclerosis)?,0.20793952072897595,0.0015807708760779049
