prompt,actual_answer,response,most_similar_answer,is_most_similar_actual,question,cosine_similarity_with_actual_answer,bleu_score
,"Macrolides are a class of antibiotics that are often used to treat bacterial infections, including acute otitis media (AOM). In some cases, they may be considered the preferred treatment option for AOM in patients who have previously experienced an immediate allergic reaction to a penicillin antibiotic. This is because penicillins are the first-line treatment for AOM, but they can cause allergic reactions in some patients. In these cases, macrolides may be a safer alternative, as they are less likely to cause allergic reactions. However, it is important for healthcare providers to carefully evaluate each patient's medical history and individual needs before making a treatment decision."," Macrolides are the preferred treatment for AOM because they have better coverage for atypical pathogens such as Mycoplasma and Chlamydia, which can be difficult to treat with other antibiotics..","Macrolides are a class of antibiotics that are often used to treat bacterial infections, including acute otitis media (AOM). In some cases, they may be considered the preferred treatment option for AOM in patients who have previously experienced an immediate allergic reaction to a penicillin antibiotic. This is because penicillins are the first-line treatment for AOM, but they can cause allergic reactions in some patients. In these cases, macrolides may be a safer alternative, as they are less likely to cause allergic reactions. However, it is important for healthcare providers to carefully evaluate each patient's medical history and individual needs before making a treatment decision.",True,"In what situation would macrolides be considered the preferred treatment for acute otitis media (AOM), and why?",0.8204964455675382,0.019328680363494926
,"Bilateral wheezing can occur in acute PE due to cytokine-induced bronchoconstriction in response to hypoxia and infarction. PE is a condition in which a blood clot (usually from the legs) travels to the lungs and blocks blood flow, causing a decrease in oxygen levels. This can lead to a release of cytokines, which are proteins that can cause inflammation and bronchoconstriction (narrowing of the airways) in the lungs. As a result, some patients with acute PE may experience wheezing, which is a high-pitched whistling sound that occurs when air flows through narrowed airways. Other symptoms of acute PE may include chest pain, shortness of breath, rapid heart rate, and coughing up blood. If left untreated, acute PE can be life-threatening, so it is important to seek medical attention immediately if you experience any of these symptoms."," The potential cause of bilateral wheezing in acute PE is pulmonary edema. Pulmonary edema occurs as a result of increased capillary pressure in the lungs, which can be caused by acute PE. Other causes of pulmonary edema include heart failure and pneumonia..","Bilateral wheezing can occur in acute PE due to cytokine-induced bronchoconstriction in response to hypoxia and infarction. PE is a condition in which a blood clot (usually from the legs) travels to the lungs and blocks blood flow, causing a decrease in oxygen levels. This can lead to a release of cytokines, which are proteins that can cause inflammation and bronchoconstriction (narrowing of the airways) in the lungs. As a result, some patients with acute PE may experience wheezing, which is a high-pitched whistling sound that occurs when air flows through narrowed airways. Other symptoms of acute PE may include chest pain, shortness of breath, rapid heart rate, and coughing up blood. If left untreated, acute PE can be life-threatening, so it is important to seek medical attention immediately if you experience any of these symptoms.",True,What is the potential cause of bilateral wheezing in acute pulmonary embolism (PE)?,0.7881049962189988,0.017660442477805505
,"Sideroblastic anemia is a type of anemia that occurs when the body has a decreased ability to produce healthy red blood cells. One potential cause of sideroblastic anemia is a deficiency in vitamin B6. Vitamin B6 is necessary for the proper function of enzymes involved in heme synthesis, and a deficiency can lead to the development of sideroblastic anemia. Other possible causes of sideroblastic anemia include genetic mutations and certain medications."," Sideroblastic anemia is a condition in which there is impaired production of red blood cells. One potential cause of this condition is the use of certain medications, such as anti-seizure medications and oral contraceptives..","Sideroblastic anemia is a type of anemia that is characterized by impaired heme synthesis in the bone marrow. The underlying cause of this type of anemia is defective protoporphyrin synthesis, which can lead to the accumulation of iron in the mitochondria of erythroid precursors and the formation of abnormal red blood cells. Sideroblastic anemia can be inherited or acquired, and may be associated with a variety of underlying conditions, including genetic mutations, drug toxicity, or vitamin deficiencies.",False,What is sideroblastic anemia and what is one potential cause of this condition?,0.8547121386668717,0.13936598607261544
,A BMI of less than 15 kg/m2 is an indication for hospitalization of a patient with anorexia nervosa., The BMI threshold that warrants hospitalization of a patient with anorexia nervosa is less than 17 kg/m2..,A BMI of less than 15 kg/m2 is an indication for hospitalization of a patient with anorexia nervosa.,True,What is the BMI threshold that warrants hospitalization of a patient with anorexia nervosa?,0.9002896898797684,0.3665882729601239
,"A subdural hematoma is a type of brain injury that occurs when blood collects between the dura mater (the outermost layer of the brain) and the arachnoid mater (the middle layer of the brain) due to tearing of the bridging veins that lie between them. On a CT scan, a subdural hematoma is typically identified by a crescent-shaped hemorrhage, which is caused by the accumulation of blood in the space between the dura and arachnoid. The size and location of the hematoma can vary, and the severity of symptoms can depend on these factors. Treatment may involve surgery to remove the hematoma and relieve pressure on the brain."," A subdural hematoma is typically identified on a CT scan as a collection of blood between the dura mater and the surface of the brain. This collection of blood can cause symptoms such as headache, nausea, and changes in mental status, and may require emergency treatment such as surgery to relieve pressure on the brain..","A subdural hematoma is a type of brain injury that occurs when blood collects between the dura mater (the outermost layer of the brain) and the arachnoid mater (the middle layer of the brain) due to tearing of the bridging veins that lie between them. On a CT scan, a subdural hematoma is typically identified by a crescent-shaped hemorrhage, which is caused by the accumulation of blood in the space between the dura and arachnoid. The size and location of the hematoma can vary, and the severity of symptoms can depend on these factors. Treatment may involve surgery to remove the hematoma and relieve pressure on the brain.",True,"What is a subdural hematoma, and how is it typically identified on a CT scan?",0.8928570982064461,0.13429681315838182
,"Primary hyperaldosteronism may present with increased renal blood flow and increased glomerular filtration rate. This is due to the excess production of aldosterone by the adrenal glands, which can lead to increased sodium retention and potassium excretion in the kidneys. As a result, there is an increase in blood volume and pressure, which can lead to changes in renal blood flow and glomerular filtration rate. However, the presentation of primary hyperaldosteronism can vary and may not always involve these specific changes in renal function. Other potential symptoms may include hypertension, muscle weakness, and fatigue. Treatment typically involves medications to manage blood pressure and/or surgery to remove the affected adrenal gland(s).", Primary hyperaldosteronism causes an increased renal blood flow and an increased glomerular filtration rate..,"Primary hyperaldosteronism may present with increased renal blood flow and increased glomerular filtration rate. This is due to the excess production of aldosterone by the adrenal glands, which can lead to increased sodium retention and potassium excretion in the kidneys. As a result, there is an increase in blood volume and pressure, which can lead to changes in renal blood flow and glomerular filtration rate. However, the presentation of primary hyperaldosteronism can vary and may not always involve these specific changes in renal function. Other potential symptoms may include hypertension, muscle weakness, and fatigue. Treatment typically involves medications to manage blood pressure and/or surgery to remove the affected adrenal gland(s).",True,What are the potential presentations of primary hyperaldosteronism in terms of renal blood flow and glomerular filtration rate?,0.8815385831362605,0.04988172490813482
,"No, Rhinovirus is not enveloped. It is classified as a naked virus, which means that it does not have a lipid envelope surrounding its nucleocapsid. Instead, the viral genome is enclosed by a protein shell called a capsid, which provides protection and helps the virus to enter host cells. The lack of an envelope makes Rhinovirus more resistant to some disinfectants, but also more susceptible to environmental factors such as heat and pH changes."," Yes, Rhinovirus is an enveloped virus..","No, Rhinovirus is not enveloped. It is classified as a naked virus, which means that it does not have a lipid envelope surrounding its nucleocapsid. Instead, the viral genome is enclosed by a protein shell called a capsid, which provides protection and helps the virus to enter host cells. The lack of an envelope makes Rhinovirus more resistant to some disinfectants, but also more susceptible to environmental factors such as heat and pH changes.",True,Is Rhinovirus an enveloped virus?,0.8767492169422322,0.012843357570124543
,"Vitamin B3 (niacin) is used to treat dyslipidemia, a condition characterized by abnormal levels of lipids (such as cholesterol and triglycerides) in the blood. Niacin is a water-soluble vitamin that plays a key role in various metabolic processes in the body, including the metabolism of carbohydrates, fats, and proteins. It is also used to lower the risk of cardiovascular disease in individuals with high cholesterol levels. Niacin can be obtained through the diet or through supplements. However, it is important to consult a healthcare professional before taking niacin supplements, as high doses can have adverse effects on the liver and other organs.", Vitamin B3 (niacin) is used to treat high cholesterol..,"Vitamin B3 (niacin) is used to treat dyslipidemia, a condition characterized by abnormal levels of lipids (such as cholesterol and triglycerides) in the blood. Niacin is a water-soluble vitamin that plays a key role in various metabolic processes in the body, including the metabolism of carbohydrates, fats, and proteins. It is also used to lower the risk of cardiovascular disease in individuals with high cholesterol levels. Niacin can be obtained through the diet or through supplements. However, it is important to consult a healthcare professional before taking niacin supplements, as high doses can have adverse effects on the liver and other organs.",True,What medical condition is treated with Vitamin B3 (niacin)?,0.883771054815755,0.06952795976318471
,Unstable angina has a high risk of progression to myocardial infarction., The potential risk associated with unstable angina is increased morbidity and mortality..,Unstable angina has a high risk of progression to myocardial infarction.,True,What is the potential risk associated with unstable angina?,0.8495593046548419,0.018636406807066564
,"The name of the insulin-independent transporter that is found exclusively in the brain and placenta is GLUT3. This glucose transporter protein is expressed in various cells of the brain and placenta, and is responsible for the facilitated diffusion of glucose across the cell membrane. GLUT3 is not regulated by insulin and is involved in basal glucose uptake in cells that do not require insulin for glucose transport. In the brain, GLUT3 plays a critical role in glucose transport across the blood-brain barrier and is responsible for the high rate of glucose consumption by neurons. In the placenta, GLUT3 is necessary for the transport of glucose from the maternal circulation to the developing fetus. Dysregulation of GLUT3 expression or function has been implicated in various neurological disorders, including epilepsy and Alzheimer's disease."," The name of the insulin-independent transporter that is found exclusively in the brain and placenta is the facilitated glucose transporter, also known as GLUT-2..","The name of the insulin-independent transporter that is found exclusively in the brain and placenta is GLUT3. This glucose transporter protein is expressed in various cells of the brain and placenta, and is responsible for the facilitated diffusion of glucose across the cell membrane. GLUT3 is not regulated by insulin and is involved in basal glucose uptake in cells that do not require insulin for glucose transport. In the brain, GLUT3 plays a critical role in glucose transport across the blood-brain barrier and is responsible for the high rate of glucose consumption by neurons. In the placenta, GLUT3 is necessary for the transport of glucose from the maternal circulation to the developing fetus. Dysregulation of GLUT3 expression or function has been implicated in various neurological disorders, including epilepsy and Alzheimer's disease.",True,What is the name of the insulin-independent transporter that is found exclusively in the brain and placenta?,0.8480241575951524,0.11363767191303242
,"Pyoderma gangrenosum is a rare skin condition that is often associated with inflammatory bowel disease, particularly Crohn's disease. It is characterized by the development of painful, rapidly progressing skin ulcers that can occur anywhere on the body. The exact cause of pyoderma gangrenosum is not fully understood, but it is thought to be an autoimmune disorder in which the body's immune system attacks healthy tissue. In people with Crohn's disease, pyoderma gangrenosum may be a result of the underlying inflammation and immune dysfunction associated with the condition. The ulcers associated with pyoderma gangrenosum typically progress over the course of about 1 month, and may require treatment with immunosuppressive drugs or other medications to help manage symptoms and promote healing.", Pyoderma gangrenosum is a rare skin condition that is associated with Crohn's disease. It typically progresses for several weeks to months..,"Pyoderma gangrenosum is a rare skin condition that is often associated with inflammatory bowel disease, particularly Crohn's disease. It is characterized by the development of painful, rapidly progressing skin ulcers that can occur anywhere on the body. The exact cause of pyoderma gangrenosum is not fully understood, but it is thought to be an autoimmune disorder in which the body's immune system attacks healthy tissue. In people with Crohn's disease, pyoderma gangrenosum may be a result of the underlying inflammation and immune dysfunction associated with the condition. The ulcers associated with pyoderma gangrenosum typically progress over the course of about 1 month, and may require treatment with immunosuppressive drugs or other medications to help manage symptoms and promote healing.",True,What is pyoderma gangrenosum and how is it associated with Crohn's disease? How long does the condition typically progress for?,0.8743575220556736,0.09630844293700301
,"The recommended next step in management for a hemodynamically stable patient with penetrating abdominal trauma, rebound tenderness, and guarding is exploratory laparotomy. This is a surgical procedure that involves making an incision in the abdomen to visually inspect the internal organs for any signs of injury or bleeding. It is considered the gold standard for diagnosing and treating abdominal trauma, and can help identify and address any life-threatening injuries. During the procedure, the surgeon may also repair any damaged organs or blood vessels, and remove any foreign objects that may have caused the trauma. After the surgery, the patient will be closely monitored in the intensive care unit and may require additional treatment such as blood transfusions or mechanical ventilation."," The recommended next step in management for a hemodynamically stable patient with penetrating abdominal trauma, rebound tenderness, and guarding is prompt surgical consultation. Prompt surgical consultation is recommended for this patient due to the potential for internal organ injury such as bowel or mesenteric injury. Additionally, the presence of rebound tenderness and guarding are concerning signs of peritoneal irritation, which can be a sign of intraabdominal injury. Therefore, it is important to err on the side of caution and consult with","The recommended next step in management for a hemodynamically stable patient with penetrating abdominal trauma, rebound tenderness, and guarding is exploratory laparotomy. This is a surgical procedure that involves making an incision in the abdomen to visually inspect the internal organs for any signs of injury or bleeding. It is considered the gold standard for diagnosing and treating abdominal trauma, and can help identify and address any life-threatening injuries. During the procedure, the surgeon may also repair any damaged organs or blood vessels, and remove any foreign objects that may have caused the trauma. After the surgery, the patient will be closely monitored in the intensive care unit and may require additional treatment such as blood transfusions or mechanical ventilation.",True,"In a hemodynamically stable patient with penetrating abdominal trauma, rebound tenderness, and guarding, what is the recommended next step in management?",0.7564958204168297,0.20067239256722183
,"Parasomnias are a group of sleep disorders that involve abnormal behaviors or movements during sleep, such as sleepwalking, night terrors, and bedwetting. These disorders can be particularly common in children, and may be caused by a variety of factors including genetics, stress, and sleep deprivation. Treatment for parasomnias in children may involve a variety of approaches, including behavioral interventions, such as improving sleep hygiene and reducing stress, as well as medication. Benzodiazepines, a class of medications commonly used to treat anxiety and insomnia, may be used to treat parasomnias in children by reducing the frequency and severity of episodes. However, these medications can also have significant side effects and risks, particularly when used in children, so it is important to carefully consider the risks and benefits of treatment."," Parasomnias in children are abnormal behaviors or experiences that occur during sleep, such as sleepwalking and night terrors. They may be treated with behavioral interventions and medications such as antianxiety drugs..","Parasomnias are a group of sleep disorders that involve abnormal behaviors or movements during sleep, such as sleepwalking, night terrors, and bedwetting. These disorders can be particularly common in children, and may be caused by a variety of factors including genetics, stress, and sleep deprivation. Treatment for parasomnias in children may involve a variety of approaches, including behavioral interventions, such as improving sleep hygiene and reducing stress, as well as medication. Benzodiazepines, a class of medications commonly used to treat anxiety and insomnia, may be used to treat parasomnias in children by reducing the frequency and severity of episodes. However, these medications can also have significant side effects and risks, particularly when used in children, so it is important to carefully consider the risks and benefits of treatment.",True,"What are parasomnias in children, and how may they be treated?",0.8461787092751551,0.056847489752291896
,"Osteogenesis imperfecta is a genetic disorder that affects the bones, causing them to be brittle and prone to fracture. A common presenting symptom associated with it is blue sclerae, which is due to translucent connective tissue over choroidal veins."," Osteogenesis imperfecta is a genetic disorder that causes increased susceptibility to fractures, and a common presenting symptom associated with it is pain..","Osteogenesis imperfecta is a genetic disorder that affects the bones, causing them to be brittle and prone to fracture. A common presenting symptom associated with it is blue sclerae, which is due to translucent connective tissue over choroidal veins.",True,"What is osteogenesis imperfecta, and what is a common presenting symptom associated with it?",0.8495683230336541,0.27245177403228127
,"The recommended treatment of choice for Malassezia furfur (M. furfur) infection is selenium sulfide, which is commonly found in medicated shampoos like Selsun Blue.", The recommended treatment of choice for Malassezia furfur (M. furfur) infection is oral ketoconazole..,"The recommended treatment of choice for Malassezia furfur (M. furfur) infection is selenium sulfide, which is commonly found in medicated shampoos like Selsun Blue.",True,What is the recommended treatment of choice for Malassezia furfur (M. furfur) infection?,0.7249987276895077,0.47022156411316
,"Protein, specifically amino acids, is known to stimulate the secretion of gastrin. Gastrin is a hormone that is produced by cells in the stomach and plays a role in regulating the secretion of gastric acid and the motility of the gastrointestinal tract. In response to the presence of protein in the stomach, gastrin is released to stimulate the secretion of gastric acid, which helps to break down the protein into its constituent amino acids. While glucose and fat can also stimulate the secretion of gastrin to some extent, protein is the most potent stimulator of this hormone.", Protein is known to stimulate the secretion of gastrin..,"Protein, specifically amino acids, is known to stimulate the secretion of gastrin. Gastrin is a hormone that is produced by cells in the stomach and plays a role in regulating the secretion of gastric acid and the motility of the gastrointestinal tract. In response to the presence of protein in the stomach, gastrin is released to stimulate the secretion of gastric acid, which helps to break down the protein into its constituent amino acids. While glucose and fat can also stimulate the secretion of gastrin to some extent, protein is the most potent stimulator of this hormone.",True,What nutrient is known to stimulate the secretion of gastrin?,0.8889447612897368,0.0630992240980335
,Patients taking Azathioprine / 6MP are predisposed to reactivation of Herpes Zoster or exacerbation of chronic viral Hepatitis.," Patients taking Azathioprine / 6MP are predisposed to reactivation or exacerbation of viral infections such as hepatitis B and C, human papillomavirus, and herpes simplex virus..",Patients taking Azathioprine / 6MP are predisposed to reactivation of Herpes Zoster or exacerbation of chronic viral Hepatitis.,True,What viral infections are patients taking Azathioprine / 6MP predisposed to reactivation or exacerbation of?,0.8744028095948899,0.3006570222209755
,"The first step in managing GERD is to prescribe a PPI. In cases where GERD is accompanied by alarm symptoms such as weight loss or GI bleed, an endoscopy (for biopsy) is recommended. In cases of GERD with complications such as stricture, Barrett's esophagus, or refractory GERD, surgery (Nissen fundoplication) may be necessary."," There are several management options for GERD, including lifestyle modifications, medications, and surgery. In general, lifestyle modifications such as weight loss and elevating the head of the bed at night are recommended for all patients with GERD. Medications include proton pump inhibitors (PPIs) and histamine-2 receptor antagonists (H2RAs), which can be used to control symptoms in patients with mild to moderate GERD. For patients with more severe or persistent symptoms, antireflux surgery","The first step in managing GERD is to prescribe a PPI. In cases where GERD is accompanied by alarm symptoms such as weight loss or GI bleed, an endoscopy (for biopsy) is recommended. In cases of GERD with complications such as stricture, Barrett's esophagus, or refractory GERD, surgery (Nissen fundoplication) may be necessary.",True,What are the management options for GERD based on different scenarios?,0.6437849624989416,0.047781968288155376
,"The dietary recommendations for patients with renal calculi include increased fluid intake, decreased sodium intake, and normal calcium intake. These measures can help prevent the formation of new stones and reduce the risk of recurrence.", Dietary recommendations for patients with renal calculi include increasing fluid intake and decreasing sodium and animal protein intake..,"The dietary recommendations for patients with renal calculi include high fluid intake, low sodium intake, and normal calcium intake. This helps to prevent the formation of new stones and reduce the risk of recurrence.",False,What are the dietary recommendations for patients with renal calculi?,0.9124868795147696,0.17425278978576367
