prompt,actual_answer,response,most_similar_answer,is_most_similar_actual,question,cosine_similarity_with_actual_answer,bleu_score
,"Macrolides are a class of antibiotics that are often used to treat bacterial infections, including acute otitis media (AOM). In some cases, they may be considered the preferred treatment option for AOM in patients who have previously experienced an immediate allergic reaction to a penicillin antibiotic. This is because penicillins are the first-line treatment for AOM, but they can cause allergic reactions in some patients. In these cases, macrolides may be a safer alternative, as they are less likely to cause allergic reactions. However, it is important for healthcare providers to carefully evaluate each patient's medical history and individual needs before making a treatment decision."," In children, close contact with healthy individuals (splitters) would be the best indicator for using macrolides as first-line therapy in early-onset AOM treatment..","Macrolides are a class of antibiotics that are often used to treat bacterial infections, including acute otitis media (AOM). In some cases, they may be considered the preferred treatment option for AOM in patients who have previously experienced an immediate allergic reaction to a penicillin antibiotic. This is because penicillins are the first-line treatment for AOM, but they can cause allergic reactions in some patients. In these cases, macrolides may be a safer alternative, as they are less likely to cause allergic reactions. However, it is important for healthcare providers to carefully evaluate each patient's medical history and individual needs before making a treatment decision.",True,"In what situation would macrolides be considered the preferred treatment for acute otitis media (AOM), and why?",0.5972131189122526,0.0028738734033033567
,"Bilateral wheezing can occur in acute PE due to cytokine-induced bronchoconstriction in response to hypoxia and infarction. PE is a condition in which a blood clot (usually from the legs) travels to the lungs and blocks blood flow, causing a decrease in oxygen levels. This can lead to a release of cytokines, which are proteins that can cause inflammation and bronchoconstriction (narrowing of the airways) in the lungs. As a result, some patients with acute PE may experience wheezing, which is a high-pitched whistling sound that occurs when air flows through narrowed airways. Other symptoms of acute PE may include chest pain, shortness of breath, rapid heart rate, and coughing up blood. If left untreated, acute PE can be life-threatening, so it is important to seek medical attention immediately if you experience any of these symptoms."," The presence of bilateral wheezing in acute pulmonary embolism (PE) may suggest right ventricular (RV) strain as a potential cause, which occurs when the blood clot obstructs blood flow to part of the lungs through the lung's small arteries. This can lead to inflammation and damage to the RV, causing it to work harder than normal and potentially leading to heart failure.","Bilateral wheezing can occur in acute PE due to cytokine-induced bronchoconstriction in response to hypoxia and infarction. PE is a condition in which a blood clot (usually from the legs) travels to the lungs and blocks blood flow, causing a decrease in oxygen levels. This can lead to a release of cytokines, which are proteins that can cause inflammation and bronchoconstriction (narrowing of the airways) in the lungs. As a result, some patients with acute PE may experience wheezing, which is a high-pitched whistling sound that occurs when air flows through narrowed airways. Other symptoms of acute PE may include chest pain, shortness of breath, rapid heart rate, and coughing up blood. If left untreated, acute PE can be life-threatening, so it is important to seek medical attention immediately if you experience any of these symptoms.",True,What is the potential cause of bilateral wheezing in acute pulmonary embolism (PE)?,0.7240148942629946,0.050796773905958194
,"Sideroblastic anemia is a type of anemia that occurs when the body has a decreased ability to produce healthy red blood cells. One potential cause of sideroblastic anemia is a deficiency in vitamin B6. Vitamin B6 is necessary for the proper function of enzymes involved in heme synthesis, and a deficiency can lead to the development of sideroblastic anemia. Other possible causes of sideroblastic anemia include genetic mutations and certain medications."," Sideroblastic anemia is a type of anemia that occurs when the body is unable to produce enough healthy red blood cells due to impaired heme synthesis. This can be caused by mutations in the ABST or ALAS2 genes, which are responsible for producing proteins needed for heme synthesis. Other potential causes of sideroblastic anemia include exposure to certain chemicals and drugs, as well as autoimmune disorders that target mitochondria within red blood cell precursors..","Sideroblastic anemia is a type of anemia that is characterized by impaired heme synthesis in the bone marrow. The underlying cause of this type of anemia is defective protoporphyrin synthesis, which can lead to the accumulation of iron in the mitochondria of erythroid precursors and the formation of abnormal red blood cells. Sideroblastic anemia can be inherited or acquired, and may be associated with a variety of underlying conditions, including genetic mutations, drug toxicity, or vitamin deficiencies.",False,What is sideroblastic anemia and what is one potential cause of this condition?,0.8815825215232207,0.25286489428665065
,A BMI of less than 15 kg/m2 is an indication for hospitalization of a patient with anorexia nervosa., A BMI < 13.5 kg/m^2 is the BMI threshold that warrants hospitalization of a patient with anorexia nervosa..,A BMI of less than 15 kg/m2 is an indication for hospitalization of a patient with anorexia nervosa.,True,What is the BMI threshold that warrants hospitalization of a patient with anorexia nervosa?,0.9130723476998266,0.35025412310639736
,"A subdural hematoma is a type of brain injury that occurs when blood collects between the dura mater (the outermost layer of the brain) and the arachnoid mater (the middle layer of the brain) due to tearing of the bridging veins that lie between them. On a CT scan, a subdural hematoma is typically identified by a crescent-shaped hemorrhage, which is caused by the accumulation of blood in the space between the dura and arachnoid. The size and location of the hematoma can vary, and the severity of symptoms can depend on these factors. Treatment may involve surgery to remove the hematoma and relieve pressure on the brain."," A subdural hematoma is an accumulation of blood beneath the dura, which is the outermost layer surrounding the brain. A subdural hemorrhage can occur as a result of trauma to the head or neck, and may lead to neurological symptoms such as headache, confusion, nausea/vomiting, and loss of consciousness. On CT imaging, a subdural hematoma appears as a low-density collection with borders that are irregular and not well defined because they lean against underlying brain tissue..","A subdural hematoma is a medical condition characterized by the accumulation of blood underneath the dura, which is the protective covering of the brain. The condition can result from head trauma, and symptoms may include headache, confusion, nausea, and vomiting. In severe cases, a subdural hematoma can lead to seizures, coma, or death. Treatment typically involves surgery to remove the blood clot and relieve pressure on the brain. Understanding the causes, symptoms, and treatment options for subdural hematoma is important for the management of head injuries and the prevention of serious complications.",False,"What is a subdural hematoma, and how is it typically identified on a CT scan?",0.9125207000274458,0.08799061308118772
,"Primary hyperaldosteronism may present with increased renal blood flow and increased glomerular filtration rate. This is due to the excess production of aldosterone by the adrenal glands, which can lead to increased sodium retention and potassium excretion in the kidneys. As a result, there is an increase in blood volume and pressure, which can lead to changes in renal blood flow and glomerular filtration rate. However, the presentation of primary hyperaldosteronism can vary and may not always involve these specific changes in renal function. Other potential symptoms may include hypertension, muscle weakness, and fatigue. Treatment typically involves medications to manage blood pressure and/or surgery to remove the affected adrenal gland(s).", The potential presentations of primary hyperaldosteronism may include increased renal blood flow and/or impaired glomerular filtration rate..,"Primary hyperaldosteronism may present with increased renal blood flow and increased glomerular filtration rate. This is due to the excess production of aldosterone by the adrenal glands, which can lead to increased sodium retention and potassium excretion in the kidneys. As a result, there is an increase in blood volume and pressure, which can lead to changes in renal blood flow and glomerular filtration rate. However, the presentation of primary hyperaldosteronism can vary and may not always involve these specific changes in renal function. Other potential symptoms may include hypertension, muscle weakness, and fatigue. Treatment typically involves medications to manage blood pressure and/or surgery to remove the affected adrenal gland(s).",True,What are the potential presentations of primary hyperaldosteronism in terms of renal blood flow and glomerular filtration rate?,0.8868496690283769,0.03836705582891485
,"No, Rhinovirus is not enveloped. It is classified as a naked virus, which means that it does not have a lipid envelope surrounding its nucleocapsid. Instead, the viral genome is enclosed by a protein shell called a capsid, which provides protection and helps the virus to enter host cells. The lack of an envelope makes Rhinovirus more resistant to some disinfectants, but also more susceptible to environmental factors such as heat and pH changes."," Some RNA viruses are enveloped, including rabies virus and influenza virus. Viruses require the use of a host cell to replicate, and in the case of some types of RNA viruses, an envelope is often present around the capsid that contains viral proteins. This envelope can sometimes be derived from components of the host cell membrane during infection. In addition to RNA viruses such as rabies and influenza, other examples of enveloped viruses include HIV, herpesviruses, and coronaviruses like S","Viruses are microscopic infectious agents that can cause a wide range of diseases in humans and other organisms. Enveloped viruses are a type of virus that have a lipid envelope surrounding their nucleocapsid, which is the protein shell that contains their genetic material. Enveloped viruses can have either an icosahedral or helical shape, whereas naked viruses are all icosahedral. The icosahedral shape is a regular polyhedron with 20 equilateral triangles as faces, while the helical shape is a spiral structure formed by a long chain of protein subunits wrapped around the viral genome. The shape of a virus can affect its ability to infect and replicate within host cells, and understanding the structure of viruses is important for the development of effective antiviral therapies.",False,Is Rhinovirus an enveloped virus?,0.6879252279961336,0.010046766137016586
,"Vitamin B3 (niacin) is used to treat dyslipidemia, a condition characterized by abnormal levels of lipids (such as cholesterol and triglycerides) in the blood. Niacin is a water-soluble vitamin that plays a key role in various metabolic processes in the body, including the metabolism of carbohydrates, fats, and proteins. It is also used to lower the risk of cardiovascular disease in individuals with high cholesterol levels. Niacin can be obtained through the diet or through supplements. However, it is important to consult a healthcare professional before taking niacin supplements, as high doses can have adverse effects on the liver and other organs."," Vitamin B3 (niacin) is used to treat chronic cardiovascular conditions. Niacin works by increasing the levels of HDL (""good"") cholesterol in the blood and reducing the levels of LDL (""bad"") cholesterol, which can help to improve cardiovascular health. It may also have other benefits such as lowering inflammation and decreasing blood pressure.","Vitamin B3 (niacin) is used to treat dyslipidemia, a condition characterized by abnormal levels of lipids (such as cholesterol and triglycerides) in the blood. Niacin is a water-soluble vitamin that plays a key role in various metabolic processes in the body, including the metabolism of carbohydrates, fats, and proteins. It is also used to lower the risk of cardiovascular disease in individuals with high cholesterol levels. Niacin can be obtained through the diet or through supplements. However, it is important to consult a healthcare professional before taking niacin supplements, as high doses can have adverse effects on the liver and other organs.",True,What medical condition is treated with Vitamin B3 (niacin)?,0.8793915591337398,0.11016581060407164
,Unstable angina has a high risk of progression to myocardial infarction.," Unstable angina associated with acute MI may cause massive necrosis in 1-2 weeks. When there is a sudden decrease in blood flow to the heart, it can cause damage to the heart muscle, which often leads to symptoms of unstable angina. In some cases, this decreased blood flow can lead to more serious complications such as an acute myocardial infarction (MI), or heart attack. With MIs that are caused by severe coronary artery disease or multiple-vessel disease without effective",Unstable angina has a high risk of progression to myocardial infarction.,True,What is the potential risk associated with unstable angina?,0.6821372316538313,0.00010759551454399726
,"The name of the insulin-independent transporter that is found exclusively in the brain and placenta is GLUT3. This glucose transporter protein is expressed in various cells of the brain and placenta, and is responsible for the facilitated diffusion of glucose across the cell membrane. GLUT3 is not regulated by insulin and is involved in basal glucose uptake in cells that do not require insulin for glucose transport. In the brain, GLUT3 plays a critical role in glucose transport across the blood-brain barrier and is responsible for the high rate of glucose consumption by neurons. In the placenta, GLUT3 is necessary for the transport of glucose from the maternal circulation to the developing fetus. Dysregulation of GLUT3 expression or function has been implicated in various neurological disorders, including epilepsy and Alzheimer's disease.", The Na+-dependent glucose transporter (GLUT3) is the insulin-independent glucose transporter that is found exclusively in the brain and placenta..,"The name of the insulin-independent transporter that is found exclusively in the brain and placenta is GLUT3. This glucose transporter protein is expressed in various cells of the brain and placenta, and is responsible for the facilitated diffusion of glucose across the cell membrane. GLUT3 is not regulated by insulin and is involved in basal glucose uptake in cells that do not require insulin for glucose transport. In the brain, GLUT3 plays a critical role in glucose transport across the blood-brain barrier and is responsible for the high rate of glucose consumption by neurons. In the placenta, GLUT3 is necessary for the transport of glucose from the maternal circulation to the developing fetus. Dysregulation of GLUT3 expression or function has been implicated in various neurological disorders, including epilepsy and Alzheimer's disease.",True,What is the name of the insulin-independent transporter that is found exclusively in the brain and placenta?,0.815870755478174,0.07303831258535526
,"Pyoderma gangrenosum is a rare skin condition that is often associated with inflammatory bowel disease, particularly Crohn's disease. It is characterized by the development of painful, rapidly progressing skin ulcers that can occur anywhere on the body. The exact cause of pyoderma gangrenosum is not fully understood, but it is thought to be an autoimmune disorder in which the body's immune system attacks healthy tissue. In people with Crohn's disease, pyoderma gangrenosum may be a result of the underlying inflammation and immune dysfunction associated with the condition. The ulcers associated with pyoderma gangrenosum typically progress over the course of about 1 month, and may require treatment with immunosuppressive drugs or other medications to help manage symptoms and promote healing."," Pyoderma gangrenosum is a rare swelling of the skin that can appear anywhere on the body. It is considered an idiopathic condition, meaning there is no known cause. However, pyoderma gangrenosum can be associated with other inflammatory disorders such as Crohn's disease and Behcet's disease. This association suggests a possible underlying immune system dysfunction. When pyoderma gangrenosum occurs secondary to Crohn's disease, it typically progresses very quickly over the course","Pyoderma gangrenosum is a rare skin condition that is often associated with inflammatory bowel disease, particularly Crohn's disease. It is characterized by the development of painful, rapidly progressing skin ulcers that can occur anywhere on the body. The exact cause of pyoderma gangrenosum is not fully understood, but it is thought to be an autoimmune disorder in which the body's immune system attacks healthy tissue. In people with Crohn's disease, pyoderma gangrenosum may be a result of the underlying inflammation and immune dysfunction associated with the condition. The ulcers associated with pyoderma gangrenosum typically progress over the course of about 1 month, and may require treatment with immunosuppressive drugs or other medications to help manage symptoms and promote healing.",True,What is pyoderma gangrenosum and how is it associated with Crohn's disease? How long does the condition typically progress for?,0.8665898409336762,0.13309623662470077
,"The recommended next step in management for a hemodynamically stable patient with penetrating abdominal trauma, rebound tenderness, and guarding is exploratory laparotomy. This is a surgical procedure that involves making an incision in the abdomen to visually inspect the internal organs for any signs of injury or bleeding. It is considered the gold standard for diagnosing and treating abdominal trauma, and can help identify and address any life-threatening injuries. During the procedure, the surgeon may also repair any damaged organs or blood vessels, and remove any foreign objects that may have caused the trauma. After the surgery, the patient will be closely monitored in the intensive care unit and may require additional treatment such as blood transfusions or mechanical ventilation."," The recommended next step in management for a hemodynamically stable patient with penetrating abdominal trauma, rebound tenderness, and guarding is to perform an exploratory laparotomy. This procedure involves making an incision in the abdomen and examining the underlying tissues to identify any injuries or sources of bleeding. Exploratory laparotomy can also be used to treat any life-threatening injuries found during surgery, such as significant internal organ damage or severe bleeding. In some cases, other diagnostic tests and treatments may be necessary","The recommended next step in management for a hemodynamically stable patient with penetrating abdominal trauma, rebound tenderness, and guarding is exploratory laparotomy. This is a surgical procedure that involves making an incision in the abdomen to visually inspect the internal organs for any signs of injury or bleeding. It is considered the gold standard for diagnosing and treating abdominal trauma, and can help identify and address any life-threatening injuries. During the procedure, the surgeon may also repair any damaged organs or blood vessels, and remove any foreign objects that may have caused the trauma. After the surgery, the patient will be closely monitored in the intensive care unit and may require additional treatment such as blood transfusions or mechanical ventilation.",True,"In a hemodynamically stable patient with penetrating abdominal trauma, rebound tenderness, and guarding, what is the recommended next step in management?",0.9089993570954225,0.2650444717887771
,"Parasomnias are a group of sleep disorders that involve abnormal behaviors or movements during sleep, such as sleepwalking, night terrors, and bedwetting. These disorders can be particularly common in children, and may be caused by a variety of factors including genetics, stress, and sleep deprivation. Treatment for parasomnias in children may involve a variety of approaches, including behavioral interventions, such as improving sleep hygiene and reducing stress, as well as medication. Benzodiazepines, a class of medications commonly used to treat anxiety and insomnia, may be used to treat parasomnias in children by reducing the frequency and severity of episodes. However, these medications can also have significant side effects and risks, particularly when used in children, so it is important to carefully consider the risks and benefits of treatment."," Parasomnias are behaviors in sleep that occur during or immediately after a sleep cycle and disrupts normal physiological functioning. There are different types of parasomnias, including nightmares and night terrors. Nightmares typically involve frightening dreams that cause the child to wake up feeling scared or anxious. Night terrors, on the other hand, involve episodes of screaming or panicking while appearing asleep. Both may interfere with a child's ability to fall back asleep and have a restful night...","The standard approach to treating a child with intermittent sleep terrors is reassurance.

Sleep terrors, also known as night terrors, are a common sleep disorder in children. They are characterized by sudden episodes of intense fear and panic during sleep, often accompanied by screaming, crying, or physical thrashing. While sleep terrors can be distressing for both the child and their parents, they are generally not harmful and do not require medical treatment. The standard approach to managing sleep terrors is to provide reassurance to the child and their family. This may include educating them about the nature of sleep terrors, reassuring them that the child is not in danger, and offering tips for managing the episodes, such as ensuring that the child gets enough sleep and avoiding triggers like overstimulation before bedtime. In some cases, medication or other interventions may be recommended if the sleep terrors are severe or causing significant disruption to the child's life.",False,"What are parasomnias in children, and how may they be treated?",0.699386510373911,0.007580803815591211
,"Osteogenesis imperfecta is a genetic disorder that affects the bones, causing them to be brittle and prone to fracture. A common presenting symptom associated with it is blue sclerae, which is due to translucent connective tissue over choroidal veins."," Osteogenesis imperfecta is a disorder that affects the development of bones, leading to weak and brittle bones. It often presents with spontaneous fracture..","Osteogenesis imperfecta is a genetic disorder that affects the bones, causing them to be brittle and prone to fracture. A common presenting symptom associated with it is blue sclerae, which is due to translucent connective tissue over choroidal veins.",True,"What is osteogenesis imperfecta, and what is a common presenting symptom associated with it?",0.8618650552943229,0.1318823277452119
,"The recommended treatment of choice for Malassezia furfur (M. furfur) infection is selenium sulfide, which is commonly found in medicated shampoos like Selsun Blue."," The preferred treatment for Malassezia furfur (M. furfur) infection is topical azoles, especially 4-week ketoconazole.","The treatment options for Malassezia furfur infections include topical azoles or selenium sulfide (selsun blue). Malassezia furfur is a type of yeast that can cause a range of skin and systemic infections, including Pityriasis Versicolor. Topical azoles, such as ketoconazole or clotrimazole, are antifungal medications that can be applied directly to the affected area to treat Malassezia furfur infections. Selenium sulfide, which is found in products like Selsun Blue, is another treatment option that can help to control the growth of Malassezia furfur on the skin. In some cases, oral antifungal medications may also be prescribed to treat more severe or widespread Malassezia furfur infections.",False,What is the recommended treatment of choice for Malassezia furfur (M. furfur) infection?,0.7076380550903505,0.30705195677312713
